casa,[ка́за],дом,A casa. La casa è grande. Vado a casa.
cenno,[че́нно],кивок,Con un cenno della testa.
cercare,[черка́ре],искать,Io cerco il telefono. Tu cerchi la chiave. Cerchiamo insieme.
certo,[че́рто],конечно,Certo! Certo che sì.
che,[ке],что / который,Che bello! Che cosa?
chiacchierata,[кьяккера́та],болтовня,Una bella chiacchierata.
chiamare,[кьяма́ре],звать / называть,Io chiamo l’amico. Tu chiami la mamma.
chiedere,[кье́дере],спрашивать,Io chiedo un caffè. Tu chiedi la strada.
chiudere,[кью́дере],закрывать,Io chiudo la finestra. Tu chiudi la porta.
ci,[чи],нам / туда,Ci piace. Ci vediamo.
ciao,[чья́о],привет / пока,Ciao! Ciao amico!
cinema,[чи́нема],кино,Andiamo al cinema. Il cinema è vicino.
città,[читта́],город,La città è bella. A Roma in città.
classico,[кла́ссико],классический,Un film classico. La commedia è classica.
cogliere,[колье́ре],улавливать,Io colgo l’occasione.
come,[ко́ме],как,Come stai? Come va?
cominciare,[коминча́ре],начинать,Io comincio. Tu cominci la serata. Cominciamo!
commedia,[комме́диа],комедия,Una commedia romantica. Il film è una commedia.
comodo,[ко́модо],удобный,La sedia è comoda. Il posto è comodo.
compagnia,[компаньи́а],компания,In buona compagnia. Con la compagnia.
completamente,[комплетамэ́нте],полностью,Completamente d’accordo.
comprare,[компра́ре],покупать,Io compro il caffè. Tu compri i biscotti.
comunque,[комму́нкве],в любом случае,Comunque è bello. Comunque andiamo.
con,[кон],с,Con l’amico. Con la mamma. Con il caffè.
concentrarsi,[кончентра́рси],сосредоточиться,Io mi concentro. Tu ti concentri.
concludere,[конклю́дере],заканчивать,Io concludo la serata.
conoscenza,[коношэ́нца],знакомство,Una conoscenza nuova.
conoscere,[коно́шере],знать,Io conosco Roma. Tu conosci l’Italia.
contento,[конте́нто],довольный,Sono contento. La mamma è contenta.
continuare,[континуа́ре],продолжать,Io continuo a parlare. Tu continui a ridere.
coppia,[ко́ппиа],пара,Una coppia felice. La coppia ride.
coprire,[копри́ре],покрывать,Io copro la tavola.
cosa,[ко́за],вещь / что,Che cosa? Una cosa bella.
così,[ко́зи],так,Così è bello. Così va bene.
credere,[крэ́дере],верить,Io credo. Tu credi?
cucchiaio,[куккья́йо],ложка,Il cucchiaio è sul tavolo.
cucina,[кучи́на],кухня,In cucina. La cucina è grande.
curioso,[курио́зо],любопытный,Sono curioso. Il ragazzo è curioso.
da,[да],от / из,Da Roma. Da casa.
dare,[да́ре],давать,Io do un caffè. Tu dai un sorriso.
davvero,[даверо́],действительно,È davvero bello. Davvero?
decidere,[дечи́дере],решать,Io decido. Tu decidi di restare.
degli,[де́льи],некоторых (мн.),Degli amici. Degli italiani.
dei,[де́и],некоторых (мн.),Dei biscotti. Dei bicchieri.
del,[дель],о / из,Del caffè. Del vino.
dentro,[де́нтро],внутри,Dentro la casa. Dentro il bar.
detto,[де́тто],сказанный,Come ho detto. Come detto prima.
devo,[дэ́во],я должен,Devo andare. Devo studiare.
di,[ди],о / из / от,Di Roma. Di sera.
dialogo,[диа́лого],диалог,Un bel dialogo. Il dialogo è divertente.
difficile,[диффи́чиле],трудный,È difficile. La cosa è difficile.
dire,[ди́ре],говорить,Io dico. Tu dici la verità.
diventare,[дивента́ре],становиться,Io divento felice. Tu diventi bravo.
diverso,[диве́рсо],разный,Un giorno diverso. Un posto diverso.
divertire,[диверти́ре],развлекать,Io mi diverto. Tu ti diverti. Ci divertiamo.
dolce,[до́льче],сладкий,Il biscotto è dolce. La vita è dolce.
domani,[дома́ни],завтра,Domani andiamo. Domani è venerdì.
dopo,[до́по],после,Dopo il caffè. Dopo la passeggiata.
dove,[до́ве],где,Dove vai? Dove è il bar?
due,[ду́э],два,Due caffè. Due bicchieri.
durante,[дура́нте],во время,Durante la serata. Durante il film.
e,[э],и,Io e te. Caffè e biscotti.
edificio,[эдифи́чо],здание,L’edificio è grande.
editore,[эди́торе],издатель,L’editore è italiano.
ehi,[эй],эй,Ehi! Vieni qui!
emozionato,[эмоцьона́то],взволнованный,Sono emozionato. La ragazza è emozionata.
energia,[энерджи́а],энергия,Tanta energia. L’energia è pimpante.
energicamente,[энергичамэ́нте],энергично,Parla energicamente.
esame,[эза́ме],экзамен,L’esame è difficile.
esatto,[эза́тто],точно,Esatto! È esatto.
espressione,[эспрессёне],выражение,Un’espressione buffa.
essere,[э́ссере],быть,Io sono felice. Tu sei bravo. È bello.
fare,[фа́ре],делать,Io faccio un caffè. Tu fai una passeggiata.
fascino,[фа́шино],очарование,Il fascino di Roma.
felice,[фели́че],счастливый,Sono felice. La coppia è felice.
Fellini,[Фелли́ни],Феллини (имя),Il film di Fellini.
fermarsi,[ферма́рси],останавливаться,Io mi fermo. Tu ti fermi. Ci fermiamo.
fidanzata,[фиданца́та],невеста,La mia fidanzata è carina.
figlio,[фи́льо],сын,Il figlio è piccolo. Il mio figlio ride.
film,[фильм],фильм,Un film romantico. Il film è bello.
finalmente,[финальмэ́нте],наконец,Finalmente! Finalmente arriva.
fine,[фи́не],конец,Alla fine della serata.
finestra,[финэ́стра],окно,La finestra è aperta.
finire,[фини́ре],заканчивать,Io finisco il caffè. Tu finisci il film.
fino,[фи́но],до,Fino a domani. Fino alla fine.
formaggio,[форма́джо],сыр,Il formaggio è buono.
forse,[фо́рсе],возможно,Forse sì. Forse domani.
fresco,[фрэ́ско],свежий,L’aria è fresca. Il vino è fresco.
fretta,[фрэ́тта],спешка,In fretta. Ho fretta.
fuori,[фуо́ри],снаружи,Fuori è bello. Fuori c’è il sole.
furbo,[фу́рбо],хитрый,È furbo! Il ragazzo è furbo.
futuro,[фу́туро],будущее,Il futuro è bello.
garantire,[гаранти́ре],гарантировать,Io garantisco.
gente,[дже́нте],люди,Tanta gente. La gente è simpatica.
gentile,[дженти́ле],вежливый,È gentile. La mamma è gentile.
ginocchio,[джино́ккьо],колено,Sul ginocchio.
giornata,[джорна́та],день,Una bella giornata. La giornata è luminosa.
giorno,[джо́рно],день,Ogni giorno. Un buon giorno.
giurare,[джура́ре],клясться,Io giuro. Tu giuri.
giusto,[джу́сто],правильный,È giusto. Il momento è giusto.
già,[джа́],уже,Già finito. Già detto.
gli,[льи],им / ему,Gli piace. Gli dico.
godere,[годэ́ре],наслаждаться,Io godo il momento. Tu godi la serata.
grande,[гра́нде],большой,La piazza è grande. Un grande sorriso.
grazie,[гра́цие],спасибо,Grazie! Grazie mille!
grissino,[гриссúно],гриссини (палочки),Un grissino con il salume.
guardare,[гуарда́ре],смотреть,Io guardo il film. Tu guardi la piazza.
gustare,[густа́ре],наслаждаться вкусом,Io gusto il caffè. Tu gusti il vino.
ieri,[йе́ри],вчера,Ieri sera. Ieri al cinema.
idea,[иде́а],идея,Un’idea bella. Ho un’idea.
il,[иль],определённый артикль (м.р.),Il caffè. Il bar. Il film.
illuminare,[иллюмина́ре],освещать,La luce illumina la piazza.
impaziente,[импацье́нте],нетерпеливый,Sono impaziente.
impazzire,[импацци́ре],сходить с ума,Io impazzisco. Tu impazzisci di gioia.
in,[ин],в,In piazza. In casa. In Italia.
incantesimo,[инкантэ́зимо],волшебство,Un incantesimo d’amore.
inciampare,[инчампа́ре],споткнуться,Io inciampo. Tu inciampi sul marciapiede.
incontrare,[инконтра́ре],встречать,Io incontro l’amico. Tu incontri la fidanzata.
incontro,[инко́нтро],встреча,Un incontro romantico.
indeciso,[индечи́зо],нерешительный,Sono indeciso.
iniziare,[инициа́ре],начинать,Io inizio. Tu inizi la serata.
insieme,[инсье́ме],вместе,Insieme andiamo. Insieme ridiamo.
intanto,[инта́нто],тем временем,Intanto mangio. Intanto aspetto.
invece,[инве́че],вместо / а,Invece io vado. Invece tu resti.
io,[и́о],я,Io vado. Io sono felice.
italiano,[италья́но],итальянский,L’italiano è bello. Parlo italiano.
l,[ль],определённый артикль (перед гласной),L’amico. L’aria. L’idea.
la,[ла],определённый артикль (ж.р.),La casa. La mamma. La piazza.
lampione,[лампьо́не],фонарь,Il lampione illumina la strada.
lanciare,[ланча́ре],бросать,Io lancio un sorriso.
Laura,[Ла́ура],Лаура (имя),Laura è carina. Laura ride.
lavoro,[лаво́ро],работа,Il lavoro è buono. Dopo il lavoro.
le,[ле],определённый артикль (ж.р. мн.),Le ragazze. Le idee.
lei,[лей],она / Вы,Lei è bella. Lei ride.
letto,[ле́тто],кровать,A letto. Nel letto.
Lettonia,[Летто́ния],Латвия,Dalla Lettonia.
libro,[ли́бро],книга,Il libro è interessante.
limone,[лимо́не],лимон,Un limone nel tè.
lo,[ло],определённый артикль (м.р. перед s/z),Lo zucchero. Lo spettacolo.
loro,[ло́ро],они,Loro ridono. Loro sono felici.
luce,[лу́че],свет,La luce è luminosa.
lui,[лу́и],он,Lui ride. Lui arriva.
luminoso,[люмино́зо],светлый,Il giorno è luminoso.
lungo,[лу́нго],длинный,La strada è lunga. Un lungo momento.
lì,[ли],там,Lì c’è il bar. Lì è bello.
ma,[ма],но,È bello ma tardi. Ma sì!
magari,[мага́ри],может быть,Magari domani. Magari sì.
maggio,[ма́джо],май,In maggio è bello.
magico,[ма́джико],волшебный,Un momento magico.
mai,[май],никогда,Mai più. Non mai.
malizioso,[малицьо́зо],лукавый,Uno sguardo malizioso.
mamma,[ма́мма],мама,La mamma ride. La mamma è felice.
mandare,[манда́ре],посылать,Io mando un messaggio.
mano,[ма́но],рука,Nella mano. La mano è calda.
marciapiede,[марчапье́де],тротуар,Sul marciapiede.
matrimonio,[матримо́нио],свадьба,Il matrimonio è bello.
mattina,[матти́на],утро,Stamattina. La mattina è luminosa.
me,[ме],мне / меня,Con me. Per me.
meglio,[ме́льо],лучше,Meglio così. È meglio.
mentre,[ме́нтре],пока / в то время как,Mentre mangio. Mentre aspetto.
mese,[ме́зе],месяц,Un mese fa. Il mese prossimo.
messaggio,[месса́джо],сообщение,Un messaggio romantico.
mettere,[метте́ре],класть,Io metto il bicchiere. Tu metti la borsa.
mezzo,[ме́дзо],половина / средство,A mezzogiorno. In mezzo alla piazza.
mi,[ми],мне / меня,Mi piace. Mi chiamo.
migliore,[мильо́ре],лучший,Il migliore amico. La migliore serata.
minimo,[ми́нимо],минимальный,Al minimo.
mio,[ми́о],мой,Il mio amico. La mia casa.
molto,[мо́льто],очень / много,Molto bello. Molto felice.
momento,[моме́нто],момент,Un bel momento. In questo momento.
muro,[му́ро],стена,Al muro. Il muro è alto.
naturale,[натура́ле],естественный,È naturale.
naturalmente,[натуральмэ́нте],естественно,Naturalmente!
nemmeno,[немме́но],даже не,Nemmeno io. Nemmeno tu.
niente,[нье́нте],ничего,Niente male. Non è niente.
no,[но],нет,No! No grazie.
noi,[но́и],мы,Noi andiamo. Noi ridiamo.
non,[нон],не,Non vado. Non è bello.
nostro,[но́стро],наш,Il nostro amico. La nostra casa.
notte,[но́тте],ночь,Buonanotte. Di notte.
numero,[ну́меро],номер,Il numero di telefono.
nuovo,[нуо́во],новый,Un nuovo film. Una nuova idea.
o,[о],или,Caffè o tè? Domani o oggi?
occasione,[окказьо́не],случай,Un’occasione speciale.
occhio,[о́ккьо],глаз,L’occhio è luminoso.
ogni,[о́ньи],каждый,Ogni giorno. Ogni momento.
oh,[о],о!,Oh! Che bello!
oliva,[оли́ва],оливка,Le olive sono buone.
ora,[о́ра],сейчас / час,Ora vado. Che ora è?
ordinare,[ордина́ре],заказывать,Io ordino un caffè. Tu ordini il vino.
organizzare,[органидза́ре],организовывать,Io organizzo la serata.
ovviamente,[оввиамэ́нте],очевидно,Ovviamente!
paese,[паэ́зе],страна / деревня,Il paese è bello.
Palermo,[Пале́рмо],Палермо,A Palermo.
parlare,[парла́ре],говорить,Io parlo italiano. Tu parli con me.
parte,[па́рте],часть,Da parte mia.
passare,[пасса́ре],проходить,Io passo il tempo. Tu passi la serata.
passeggiata,[пасседжа́та],прогулка,Una bella passeggiata.
passo,[па́ссо],шаг,Un passo avanti.
patatina,[патати́на],чипсы,Le patatine sono buone.
pausa,[па́уза],пауза,Una pausa caffè.
pazzo,[па́ццо],сумасшедший,Sei pazzo! È pazzesco.
pazzesco,[пацце́ско],безумный,È pazzesco!
pensare,[пенса́ре],думать,Io penso a te. Tu pensi al futuro.
per,[пер],для / через,Per favore. Per me.
perché,[перке́],почему / потому что,Perché ridi? Perché è bello.
perdere,[перде́ре],терять,Io perdo tempo. Tu perdi la chiave.
perfetto,[перфе́тто],идеальный,Perfetto! È perfetto.
pericoloso,[периколо́зо],опасный,È pericoloso.
però,[перо́],однако,È bello però tardi.
petto,[пе́тто],грудь,Sul petto.
piacere,[пьяче́ре],нравиться / приятно,Mi piace. Piacere!
piacevole,[пьяче́воле],приятный,La serata è piacevole.
pianificare,[пьянифика́ре],планировать,Io pianifico il futuro.
piano,[пья́но],медленно / план,Piano piano. Un piano magico.
piazza,[пья́цца],площадь,In piazza. La piazza è piena.
pieno,[пье́но],полный,Il bicchiere è pieno. La piazza è piena di gente.
pimpante,[пимпа́нте],бодрый,Energia pimpante.
più,[пью],больше,Più bello. Sempre più.
po',[по],немного,Un po’ di tempo. Un po’ di caffè.
poi,[пой],потом,Poi andiamo. Poi mangiamo.
polacco,[пола́кко],польский,Il polacco è simpatico.
Polonia,[Поло́ния],Польша,Dalla Polonia.
porre,[по́рре],класть,Io pongo il bicchiere.
posto,[по́сто],место,Un bel posto. Il posto è comodo.
potere,[потэ́ре],мочь,Io posso. Tu puoi venire.
povero,[по́веро],бедный,Il povero ragazzo.
precedente,[пречеде́нте],предыдущий,Il giorno precedente.
preferito,[префери́то],любимый,Il mio preferito.
preparare,[препара́ре],готовить,Io preparo il caffè. Tu prepari la tavola.
prendere,[прэ́ндере],брать,Io prendo il caffè. Tu prendi la borsa.
profumare,[профума́ре],пахнуть,Il caffè profuma.
proiettare,[проетта́ре],проецировать,Il film è proiettato.
proposito,[пропо́зито],намерение,A proposito.
proprio,[про́прио],именно / собственный,Proprio adesso. Proprio bello.
prossimo,[про́ссимо],следующий,Il prossimo mese. La prossima settimana.
punto,[пу́нто],точка / момент,A un certo punto.
può,[пуо́],может,Può venire. Può aspettare.
qualche,[куа́льке],какой-нибудь,Qualche volta. Qualche amico.
qualcosa,[куалько́за],что-нибудь,Qualcosa di bello.
quando,[куа́ндо],когда,Quando arrivi? Quando andiamo?
quasi,[куа́зи],почти,Quasi finito. Quasi pronto.
quattro,[куа́ттро],четыре,Quattro amici.
quello,[куэ́лло],тот,Quello è il bar. Quella è la casa.
questo,[куэ́сто],этот,Questo è bello. Questa è la piazza.
qui,[куи́],здесь,Qui è bello. Vieni qui.
quindi,[куи́нди],поэтому,Quindi andiamo. Quindi rido.
raccomandare,[раккоманда́ре],рекомендовать,Io raccomando il film.
raccontare,[ракконта́ре],рассказывать,Io racconto la storia. Tu racconti la serata.
ragazza,[рага́цца],девушка,La ragazza è carina. La mia ragazza ride.
ragazzo,[рага́ццо],парень,Il ragazzo è simpatico.
ragione,[раджо́не],причина / право,Hai ragione.
relazione,[реляцьо́не],отношения,Una bella relazione.
restare,[реста́ре],оставаться,Io resto qui. Tu resti con me.
ricordare,[рикорда́ре],помнить,Io ricordo. Tu ricordi il momento.
ridere,[ри́дере],смеяться,Io rido. Tu ridi. Ridiamo insieme.
ripensare,[рипенса́ре],передумать,Io ripenso. Tu ripensi alla serata.
rispondere,[риспо́ндере],отвечать,Io rispondo. Tu rispondi.
ritrovare,[ритрова́ре],находить снова,Io ritrovo l’amico.
Roma,[Ро́ма],Рим,A Roma. Roma è bella.
romano,[рома́но],римский,Lo stile romano.
romantico,[романти́ко],романтический,Una serata romantica. Il film è romantico.
rosso,[ро́ссо],красный,Il vino rosso. La luce rossa.
salume,[салу́ме],колбаса / закуски,I salumi sono buoni.
sapere,[сапэ́ре],знать,Io so. Tu sai la strada.
scambiare,[скамбья́ре],обмениваться,Io scambio un sorriso.
scegliere,[шелье́ре],выбирать,Io scelgo il caffè. Tu scegli il vino.
scemo,[ше́мо],глупый,Sei scemo!
scena,[ше́на],сцена,Una bella scena.
schermo,[скэ́рмо],экран,Sullo schermo.
scivolare,[шивола́ре],скользить,Io scivolo.
scommettere,[скомметте́ре],спорить,Io scommetto.
scoppiare,[скоппья́ре],взрываться,Scoppiare a ridere.
scuotere,[скуо́тере],трясти,Io scuoto la testa.
scrivere,[скри́вере],писать,Io scrivo un messaggio. Tu scrivi.
scusa,[ску́за],извини,Scusa! Scusa il ritardo.
se,[се],если,Se vuoi. Se è bello.
sedersi,[седэ́рси],садиться,Io mi siedo. Tu ti siedi al tavolo.
sembrare,[сембра́ре],казаться,Sembra bello. Sembra felice.
semestre,[семе́стре],семестр,Il semestre è finito.
sempre,[се́мпре],всегда,Sempre insieme. Sempre bello.
senso,[се́нсо],смысл,Ha senso.
sentire,[сенти́ре],чувствовать / слышать,Io sento. Tu senti la musica.
senza,[се́нца],без,Senza zucchero. Senza fretta.
sera,[се́ра],вечер,Di sera. Buona sera.
serata,[сера́та],вечер (вечеринка),Una bella serata. La serata è magica.
settimana,[сеттима́на],неделя,La prossima settimana.
sguardo,[згуа́рдо],взгляд,Uno sguardo malizioso.
si,[си],да / себя,Sì! Si vede.
siciliano,[сичилиа́но],сицилийский,Lo stile siciliano.
silenzio,[сили́нцьо],тишина,In silenzio.
simpatico,[симпа́тико],симпатичный,È simpatico. L’amico è simpatico.
soddisfazione,[соддисфацьо́не],удовлетворение,Con soddisfazione.
sognante,[сонья́нте],мечтательный,Uno sguardo sognante.
sogno,[со́ньо],сон / мечта,Un sogno romantico.
sola,[со́ла],одна,Sola in piazza.
sole,[со́ле],солнце,Il sole illumina.
solo,[со́ло],только,Solo io. Solo un momento.
soprattutto,[сопратту́тто],особенно,Soprattutto adesso.
sorpresa,[сорпре́за],сюрприз,Una bella sorpresa.
sorridere,[сорри́дере],улыбаться,Io sorrido. Tu sorridi.
sorriso,[сорри́зо],улыбка,Un sorriso grande.
sorso,[со́рсо],глоток,Un sorso di vino.
sotto,[со́тто],под,Sotto il tavolo. Sotto il lampione.
spaventato,[спавента́то],напуганный,Sono spaventato.
spazio,[спа́цьо],пространство,Lo spazio è grande.
speciale,[спеча́ле],особенный,Un momento speciale.
specialmente,[спеча́льменте],особенно,Specialmente stasera.
sperare,[спера́ре],надеяться,Io spero. Tu speri.
spettacolo,[спетта́коло],спектакль,Uno spettacolo bello.
spiegare,[спьега́ре],объяснять,Io spiego. Tu spieghi.
splendere,[спле́ндере],сиять,La luce splende.
spritz,[спри́тц],шприц (коктейль),Un aperitivo spritz.
stamattina,[стаматти́на],сегодня утром,Stamattina è bello.
stare,[ста́ре],быть / чувствовать себя,Io sto bene. Tu stai con me.
stella,[стэ́лла],звезда,Le stelle brillano.
stesso,[сте́ссо],тот же,Lo stesso momento. Lo stesso posto.
storia,[сто́рия],история,Una bella storia.
strada,[стра́да],улица,Sulla strada. La strada è lunga.
strano,[стра́но],странный,È strano.
stress,[стресс],стресс,Senza stress.
studiare,[студья́ре],учить,Io studio italiano.
stupendo,[ступе́ндо],потрясающий,È stupendo! La serata è stupenda.
stuzzichino,[стутцики́но],закуска,Uno stuzzichino con il vino.
subito,[су́бито],сразу,Subito! Vengo subito.
successo,[сучче́ссо],успех,Un grande successo.
sul,[суль],на,Sul tavolo. Sul marciapiede.
suo,[суо́],его / её,Il suo amico. La sua casa.
sì,[си],да,"Sì! Sì, certo."
tagliere,[талье́ре],доска для нарезки,Sul tagliere.
tanto,[та́нто],столько / очень,Tanto bello. Non tanto.
tardi,[та́рди],поздно,È tardi. Meglio tardi che mai.
tatuaggio,[татуа́джо],татуировка,Un tatuaggio romantico.
tavolino,[таволи́но],столик,Al tavolino.
tavolo,[та́воло],стол,Sul tavolo. Al tavolo.
tazza,[та́цца],чашка,Una tazza di caffè.
te,[те],тебе / тебя,Con te. Per te.
telefono,[теле́фоно],телефон,Il telefono squilla.
tempo,[те́мпо],время,Tanto tempo. Il tempo è bello.
tenere,[тэнэ́ре],держать,Io tengo la mano. Tu tieni il bicchiere.
testa,[те́ста],голова,La testa gira.
ti,[ти],тебе / тебя,Ti piace. Ti vedo.
tipo,[ти́по],тип / парень,Un tipo simpatico.
tornare,[торна́ре],возвращаться,Io torno a casa. Tu torni presto.
totalmente,[тотальмэ́нте],полностью,Totalmente d’accordo.
tra,[тра],между,Tra poco. Tra amici.
traduzione,[традуцьо́не],перевод,La traduzione è buona.
tranquillo,[транкуи́лло],спокойный,Sono tranquillo. La serata è tranquilla.
troppo,[тро́ппо],слишком,Troppo bello. Troppo tardi.
trovare,[трова́ре],находить,Io trovo il posto. Tu trovi l’amico.
tu,[ту],ты,Tu sei bello. Tu vieni?
turista,[тури́ста],турист,Un turista romano.
tutto,[ту́тто],всё,Tutto bene. Tutto il giorno.
tè,[те],чай,Un tè con limone.
ultimo,[у́льтимо],последний,L’ultimo momento. L’ultima sera.
un,[ун],неопределённый артикль (м.р.),Un caffè. Un amico. Un momento.
uscire,[ушúре],выходить,Io esco. Tu esci con me.
vecchio,[ве́ккьо],старый,Il vecchio film.
vedere,[ведэ́ре],видеть,Io vedo la piazza. Tu vedi il film.
venerdì,[венэрдú],пятница,Venerdì sera.
veramente,[вераме́нте],действительно,Veramente bello. Veramente felice.
vero,[ве́ро],настоящий / правда,È vero. Un vero amico.
versare,[верса́ре],наливать,Io verso il vino. Tu versi il caffè.
verso,[ве́рсо],в направлении,Verso casa. Verso la piazza.
via,[ви́а],улица / прочь,Via del Corso. Via!
vicino,[вичи́но],близко,Vicino a casa. Il bar è vicino.
vicolo,[ви́коло],переулок,Nel vicolo.
vino,[ви́но],вино,Un bicchiere di vino. Il vino rosso.
visibilmente,[визибильме́нте],visibly,Visibilmente emozionato.
visitare,[визита́ре],посещать,Io visito Roma. Tu visiti Palermo.
viso,[ви́зо],лицо,Il viso è luminoso.
vivere,[ви́вере],жить,Io vivo a Roma. Tu vivi felice.
volere,[воле́ре],хотеть,Io voglio. Tu vuoi venire.
volta,[во́льта],раз,Una volta. Questa volta.
vostro,[во́стро],ваш,Il vostro amico. La vostra casa.
wow,[вау],вау,Wow! Che bello!
è,[э],есть (3 л. ед. ч.),È bello. È tardi. È magico.
