come,[ко́ме],как,Come stai? Come va la vacanza? Come si dice in italiano?
commentare,[коммента́ре],комментировать,Lei commenta la gita. Io commento la storia.
condizionata,[кондицьона́та],кондиционированная,L’aria condizionata è necessaria con l’afa.
conoscere,[коно́шере],знать,Io conosco Catania. Loro conoscono bene la Sicilia. Noi conosciamo Francesca.
consolare,[консола́ре],утешать,Io voglio consolare lei.
continuare,[континуа́ре],продолжать,Noi continuiamo il viaggio. La storia continua. Io continuo a studiare.
convinto,[конви́нто],убеждённый,Lei è convinta. Io sono convinto.
corso,[ко́рсо],курс,Io seguo un corso di italiano. Il corso è interessante.
davvero,[давве́ро],действительно,È davvero bello! Davvero buona la granita.
decidere,[дечи́дере],решать,Noi decidiamo di andare al mare. Lei decide di partire.
decisamente,[дечизиона́менте],решительно,Decisamente sì! Decisamente troppo caldo.
dentro,[де́нтро],внутри,Dentro la casa fa fresco. Io entro dentro.
dovere,[довэ́ре],быть должным,Io devo studiare. Noi dobbiamo partire. Voi dovete aspettare.
dieci,[диэ́чи],десять,Dieci minuti. Sono le dieci.
direttamente,[диреттаме́нте],прямо,Andiamo direttamente a Catania. Io vado direttamente al mare.
direzione,[дирекцьо́не],направление,In quale direzione andiamo? La direzione giusta è questa.
dispiacere,[диспьяче́ре],жалеть / извиняться,Mi dispiace tanto. Mi dispiace per il ritardo.
dire,[ди́ре],говорить,Io dico la verità. Lei dice buongiorno. Cosa dite voi?
divisa,[диви́за],форма,La divisa è nuova.
doppio,[до́ппио],двойной,La camera è doppia. La prenotazione è doppia.
due,[ду́э],два,Ho due bagagli. Due ragazze arrivano.
durare,[дура́ре],длиться,La vacanza dura due settimane. Il viaggio dura poche ore.
durante,[дура́нте],во время,Durante la cena parliamo. Durante il viaggio dormo.
ed,[эд],и,Ed io? Ed ecco la barca.
edgard,[э́дгард],Эдгард,Edgard è l’editore.
editore,[эди́торе],издатель,L’editore è molto gentile.
effetto,[эффе́тто],эффект,In effetti è vero. Gli effetti sono belli.
ennesimo,[энне́зимо],энный,È l’ennesima volta.
entrare,[энтра́ре],входить,Io entro nella stanza. Entrate pure! Loro entrano nel bar.
entusiasmo,[энтузиа́змо],энтузиазм,Con grande entusiasmo. Noi andiamo con entusiasmo.
esclamare,[эсклама́ре],восклицать,Lei esclama «Caspita!». Lui esclama forte.
uscire,[ушúре],выходить,Noi usciamo dalla chiesa. Io esco ora.
esercitare,[эзерчита́ре],тренировать,Io mi esercito con l’audio. Tu eserciti la pronuncia.
esistere,[эзи́стере],существовать,Esistono molti problemi. Le granite esistono solo qui.
esso,[э́ссо],оно,Esso è vero.
estero,[эсте́ро],заграница,Viaggio all’estero. Vengo dall’estero.
faccia,[фа́чча],лицо,Che faccia contenta! La faccia è rossa per il caldo.
fame,[фа́ме],голод,Io ho fame. Lei ha molta fame.
fare,[фа́ре],делать,Io faccio la gita. Lei fa la colazione. Noi facciamo un giro. Cosa fate voi?
fedele,[федэ́ле],верный,Il cane è fedele.
fine,[фи́не],конец,Alla fine del viaggio. Fine della lezione.
fluido,[флуи́до],плавный,La conversazione è fluida.
forse,[фо́рсе],возможно,Forse andiamo al mare. Forse domani.
fortuna,[форту́на],удача,Che fortuna! Buona fortuna!
forza,[фо́рца],сила / давай!,"Forza! Forza, andiamo!"
francesca,[франче́ска],Франческа,Francesca è siciliana. Io parlo con Francesca.
frase,[фра́зе],фраза,Le frasi sono brevi. Io ripeto la frase.
fritto,[фри́тто],жареный,L’arancino è fritto. Il pesce fritto è buono.
funzionare,[фунциона́ре],работать,Il ventilatore funziona bene. Tutto funziona.
fuori,[фуо́ри],снаружи,Fuori fa molto caldo. Io sto fuori.
gente,[дже́нте],люди,Tanta gente in centro. La gente è gentile qui.
gentile,[дженти́ле],любезный,La signora è gentilissima. Lui è molto gentile.
giorno,[джо́рно],день,Buon giorno! Ogni giorno studio. Due giorni in Sicilia.
giovane,[джо́ване],молодой,Il giovane è simpatico. Lei è giovane e bella.
giro,[джи́ро],прогулка,Facciamo un giro in barca. Un bel giro turistico.
gita,[джи́та],экскурсия,La gita è bellissima. Noi facciamo una gita.
giuseppe,[джузэ́ппе],Джузеппе,Giuseppe è calabrese. Io parlo con Giuseppe.
granita,[грани́та],гранита,Io prendo una granita. Le granite sono buonissime.
gridare,[грида́ре],кричать,Lei grida forte. Non gridare!
gruppo,[гру́ппо],группа,Il nostro gruppo va al mare. Il gruppo di turisti.
guardare,[гуарда́ре],смотреть,Io guardo il mare. Loro guardano la barca. Lei guarda il panorama.
idea,[иде́а],идея,Bella idea! Che buona idea! Noi abbiamo molte idee.
improvviso,[импровви́зо],внезапный,Un improvviso rumore.
incubo,[инку́бо],кошмар,Che incubo questo caldo! È un incubo.
iniziare,[иницья́ре],начинать,Io inizio la lezione. La gita inizia ora. Noi iniziamo domani.
insieme,[инсье́ме],вместе,Noi mangiamo insieme. Io vado insieme a te.
intero,[инте́ро],целый,L’intero giorno al mare. L’intero viaggio è bello.
interrompere,[интерро́мпере],прерывать,Lei interrompe spesso. Non interrompere!
irritato,[иррита́то],раздражённый,Lei è irritata per l’afa. Lui è irritato.
lacrima,[ла́крима],слеза,Le lacrime negli occhi.
lamentare,[ламента́ре],жаловаться,Lei si lamenta del caldo. Non lamentarti! Io non mi lamento.
lei,[лей],она / Вы,Lei è siciliana. Lei è molto gentile.
li,[ли],их / там,Io li vedo. Noi li aspettiamo.
locale,[лока́ле],местный,Il locale è tipico. Il bar locale è buono.
lui,[луи́],он,Lui è milanese. Lui accompagna Martina.
lungo,[лу́нго],длинный,Il viaggio è lungo. La strada è lunghissima.
madonna,[мадо́нна],Мадонна / боже мой!,"Madonna, che caldo! Madonna mia!"
magari,[мага́ри],может быть,Magari domani andiamo al mare. Magari sì.
mantenere,[мантэнэ́ре],поддерживать,Io mantengo la calma. Dobbiamo mantenere la calma.
mare,[ма́ре],море,Il mare è bellissimo. Andiamo al mare. Noi amiamo il mare.
martina,[марти́на],Мартина,Martina è milanese. Io parlo con Martina.
mattina,[матти́на],утро,La mattina è fresca. Io studio la mattina.
meno,[ме́но],меньше,Meno male! Meno afa oggi.
meraviglia,[мерави́лья],чудо,Che meraviglia la Sicilia! Una vera meraviglia.
mio,[мíо],мой,Il mio bagaglio. Le mie valigie. I miei nonni.
migliore,[мильо́ре],лучший,La migliore granita di Catania. Questo è il migliore.
milanese,[миланэ́зе],миланский,Martina è milanese. La ragazza milanese.
milano,[мила́но],Милан,Martina viene da Milano. Io sono di Milano.
minuto,[мину́то],минута,Dieci minuti. Pochi minuti e arriviamo.
momento,[моме́нто],момент,In questo momento fa caldo. Un momento per favore.
mondano,[монда́но],светский,Vita mondana a Catania.
mortificato,[мортифика́то],огорчённый,Lei è mortificata per il ritardo. Io sono mortificato.
nduja,[нду́джа],ндуйя,La nduja è piccante. Con la nduja è buonissimo.
nemmeno,[немме́но],даже не,Nemmeno io lo so. Nemmeno lei viene.
nessuno,[нессу́но],никто,Nessuno arriva in ritardo. Nessuno sa la risposta.
niente,[нье́нте],ничего,Niente male. Niente di nuovo.
non,[нон],не,Non è vero. Non ho fame. Non preoccupare.
nonno,[но́нно],дедушка,I nonni sono contenti. Il nonno legge il giornale.
nord,[норд],север,Il nord è diverso dal sud.
normale,[норма́ле],нормальный,È normale con l’afa. Tutto normale.
nostro,[но́стро],наш,Il nostro gruppo. La nostra barca. Il nostro viaggio.
nota,[но́та],заметка,Una nota importante.
occhio,[о́ккьо],глаз,Gli occhi sono belli. Apri gli occhi!
offendere,[оффенде́ре],обижать,Non offenderti. Io non voglio offenderti.
offeso,[оффе́зо],обиженный,Lei è offesa.
ogni,[о́ньи],каждый,Ogni giorno studio italiano. Ogni volta è bello.
oh,[о],о!,"Oh che bello! Oh no, che afa!"
ora,[о́ра],сейчас / час,Ora andiamo. Che ora è?
orario,[ора́рио],расписание,L’orario del treno. Guarda l’orario.
ordine,[о́рдине],заказ,Che ordini? Io prendo un ordine.
ora,[о́ра],час,Due ore di viaggio. Tante ore al mare.
orologio,[ороло́джо],часы,Gli orologi sono belli.
ottimo,[о́ттимо],отличный,Ottima idea! L’arancino è ottimo.
ottimismo,[оттими́змо],оптимизм,Con ottimismo tutto va bene.
otto,[о́тто],восемь,Otto minuti. Sono le otto.
ovunque,[овункуэ́],везде,Ovunque in Sicilia è bello.
ovviamente,[оввиаме́нте],очевидно,Ovviamente sì! Ovviamente fa caldo.
pace,[па́че],покой,Che pace qui! In pace con tutti.
parola,[паро́ла],слово,Le parole italiane sono belle. Una bella parola.
passare,[пассáре],проходить,I minuti passano velocemente. Le ore passano.
pazienza,[пацье́нца],терпение,Pazienza! Con pazienza tutto arriva.
pazzo,[па́ццо],сумасшедший,Sei pazza! Che идея pazza!
pennichella,[пенникэ́лла],сиеста,Io faccio una pennichella. Una piccola pennichella.
perfetto,[перфе́тто],идеальный,La soluzione è perfetta. È semplicemente perfetto.
pesante,[пезáнте],тяжёлый,I bagagli sono pesanti. La valigia è pesante.
piangere,[пья́нджере],плакать,Non piangere. Lei non piange.
piede,[пье́де],нога,Andiamo a piedi. Sui piedi ho le scarpe.
più,[пью],больше,Il mare è più bello. Più grande della casa.
pomeriggio,[помери́джо],послеобеденное время,Il pomeriggio fa caldo. Nel pomeriggio andiamo al mare.
pomodoro,[помодо́ро],помидор,Il pomodoro è buono. Con il pomodoro è perfetto.
possibile,[посси́биле],возможно,È possibile? Il più possibile.
posto,[по́сто],место,Un bel posto. Il posto è libero. I posti sono buoni.
precisamente,[пречизаме́нте],точно,Precisamente alle otto.
preferire,[преферíре],предпочитать,Io preferisco la granita. Loro preferiscono il mare.
prendere,[прэ́ндере],брать,Io prendo il taxi. Lei prende la barca. Noi prendiamo i bagagli.
prenotare,[пренота́ре],бронировать,Io voglio prenotare la stanza.
prenotazione,[пренотацьо́не],бронь,La prenotazione è doppia.
preoccupare,[преоккупа́ре],беспокоить,Non preoccupare! Non ti preoccupare.
primo,[при́мо],первый,Il primo giorno è bello. La prima volta.
principiante,[принчипья́нте],начинающий,Io sono principiante. Per principianti è buono.
pronto,[про́нто],готовый,Sei pronta? La cena è pronta. Noi siamo pronti.
proporre,[пропо́рре],предлагать,Io propongo una gita. Lei propone di andare al mare.
proprietaria,[проприета́рья],владелица,La proprietaria è gentilissima.
proprio,[про́прио],именно,Proprio adesso. È proprio bello.
proseguimento,[просегвиме́нто],продолжение,Il proseguimento del viaggio è bello.
prova,[про́ва],попытка,Prova a parlare italiano. Una buona prova.
punto,[пу́нто],момент,A un certo punto arriva il treno.
pure,[пу́ре],тоже / пожалуйста,Pure io voglio venire. Entra pure!
purtroppo,[пуртро́ппо],к сожалению,Purtroppo è tardi. Purtroppo no.
puzza,[пу́цца],вонь,Che puzza! Non c’è puzza.
qua,[куа́],здесь,Vieni qua. Qua in Sicilia è bello.
qualche,[куа́льке],несколько,Qualche minuto. Qualche idea buona.
questo,[куэ́сто],этот,Questo posto è bello. Queste ragazze sono simpatiche.
qui,[куи́],здесь,Qui fa caldo. Qui a Catania.
raccontare,[раконта́ре],рассказывать,Io racconto la storia. Lei racconta la gita. Noi raccontiamo tutto.
radice,[ради́че],корень,Le radici siciliane sono forti.
ragazza,[рага́цца],девушка,La ragazza è milanese. Le ragazze sono simpatiche.
ragione,[раджо́не],правота,Hai ragione. Con ragione.
reagire,[реа́джире],реагировать,Lei reagisce male al caldo. Io reagisco bene.
realtà,[реальта́],реальность,In realtà è bello. La realtà è diversa.
reception,[рече́пцион],рецепция,Alla reception c’è la proprietaria.
reggio,[ре́джо],Реджио,Reggio Calabria è vicina.
respirare,[респира́ре],дышать,Io respiro bene. Devi respirare calma.
ricominciare,[рикоминча́ре],начинать заново,Noi ricominciamo il dialogo.
ripetere,[рипете́ре],повторять,Io ripeto la frase. Lei ripete spesso. Devi ripetere.
riso,[ри́зо],рис,Il riso per gli arancini è buono.
ritardo,[ритардо],опоздание,In ritardo di dieci minuti. Un piccolo ritardo.
rosso,[ро́ссо],красный,La macchina è rossa.
rumore,[румо́ре],шум,Che rumore! Il rumore del mare è bello.
sala,[са́ла],зал,Nella sala c’è molta gente.
salsiccia,[сальси́чча],колбаса,La salsiccia calabrese è piccante.
salvatore,[сальвато́ре],Сальваторе,Salvatore è siciliano.
salve,[са́льве],привет,Salve! Salve a tutti.
san,[сан],святой,San Giuseppe.
sapere,[сапэ́ре],знать,Io so la strada. Loro sanno tutto.
sapore,[сапо́ре],вкус,Che buon sapore! Il sapore della Sicilia.
essere,[э́ссере],быть,Io sono contento. Lei è gentile. Noi siamo in Sicilia.
sbrigarsi,[збрига́рси],торопиться,Sbrigati Martina! Io mi sbrigo.
scappare,[скаппа́ре],убегать,Scappiamo dal caldo! Noi scappiamo.
scarpa,[ска́рпа],туфля,Le scarpe sono nuove.
scelta,[шельта],выбор,La scelta è buona. Buona scelta.
scegliere,[шельéре],выбирать,Io scelgo il traghetto. Lei ha scelto bene.
scherzare,[скерца́ре],шутить,Io scherzo spesso. Lei scherza sempre. Non scherzare!
schifo,[ски́фо],гадость,Che schifo! Non è schifo.
scoppiare,[ско́ппиаре],взрываться,Loro scoppiano a ridere.
scoprire,[ско́прире],обнаруживать,Noi scopriamo la verità. Io scopro un bel posto.
scortese,[скорте́зе],невежливый,È scortese. Non essere scortese.
secondo,[секо́ндо],по мнению,Secondo me è bello. Secondo lei è caldo.
seguire,[сегвíре],следовать,Noi seguiamo la strada. Io seguo il gruppo.
sembrare,[сембра́ре],казаться,Sembra bello. Lei sembra stanca.
semplice,[се́мпличе],простой,È semplice. Una cosa semplice.
sentire,[сенти́ре],чувствовать,Io sento il calore. Sentite l’afa?
senza,[се́нца],без,Senza problemi. Senza bagagli è difficile.
serio,[се́рио],серьёзный,Lui è serio. Lei è seria.
si,[си],да / себя,"Sì, certo. Si accomodi pure."
sicilia,[сичи́лья],Сицилия,La Sicilia è bellissima. In Sicilia fa caldo.
siciliano,[сичилья́но],сицилийский,Salvatore è siciliano. Le radici siciliane.
sicuramente,[сикурамéнте],наверняка,Sicuramente è bello. Sicuramente viene.
signor,[синьо́р],господин,"Signor Edgard, salve!"
signora,[синьо́ра],госпожа,La signora è molto gentile.
signorina,[синьори́на],барышня,Le signorine sono simpatiche.
smettere,[сме́ттере],прекращать,Smetti di lamentarti! Smettila!
sollievo,[солье́во],облегчение,Che sollievo! Un grande sollievo.
soluzione,[солуцьо́не],решение,La soluzione è perfetta. Buona soluzione.
sorridere,[сорриде́ре],улыбаться,Io sorrido. Lei sorride sempre. Con un sorriso.
spaventato,[спавента́то],напуганный,Lei è spaventata. Io sono un po’ spaventato.
spiaggia,[спья́джа],пляж,La spiaggia è bellissima. Andiamo in spiaggia.
spiegare,[спьега́ре],объяснять,Io spiego la lezione. Devi spiegare meglio.
splendido,[спленди́до],великолепный,Uno splendido giorno. La granita è splendida.
stanza,[ста́нца],комната,La stanza è climatizzata. Nella stanza c’è il ventilatore.
stasera,[стасэ́ра],сегодня вечером,Stasera ceniamo insieme. Cosa fai stasera?
stavolta,[ставо́льта],на этот раз,Stavolta è diverso. Stavolta andiamo al mare.
stazione,[стацьо́не],вокзал,Alla stazione di Catania. Noi siamo alla stazione.
stesso,[сте́ссо],тот же самый,Lo stesso giorno. La stessa cosa. Lo stesso posto.
storia,[сто́рья],история,La storia è bella. Io racconto una storia.
storico,[сто́рико],исторический,Il centro storico è bellissimo.
strada,[стра́да],улица,Le strade di Catania sono belle.
studiare,[студья́ре],изучать,Io studio italiano. Noi studiamo ogni giorno.
subito,[су́бито],сразу,Vengo subito. Subito dopo la cena.
succedere,[сучче́дере],происходить,Che succede? Cosa succede ora?
sud,[суд],юг,Il sud d’Italia è caldo. In sud fa afa.
suo,[су́о],его / её,Il suo bagaglio. Le sue idee. I suoi amici.
sul,[суль],на,Sul tavolo. Sulla barca. Sul ponte.
sushi,[су́ши],суши,Il sushi è buono ma io preferisco la pasta.
tacco,[та́кко],каблук,I tacchi sono alti.
tappa,[та́ппа],этап,Questa è la prima tappa.
taxi,[та́кси],такси,Prendiamo il taxi. Io chiamo un taxi.
te,[те],тебе,Per te. Con te è meglio.
tecnico,[те́книко],технический,Problema tecnico.
terra,[те́рра],земля,Sulla terra.
tesoro,[тезо́ро],дорогой,"Tesoro mio, come stai?"
timestamp,[таймстэмп],временная метка,Il timestamp dell’audio.
tipico,[ти́пико],типичный,Il cibo tipico siciliano.
togliere,[тольéре],снимать,Io tolgo i bagagli. Lei toglie le scarpe.
traghetto,[траге́тто],паром,Prendiamo il traghetto. Il traghetto per la Sicilia.
trascrizione,[тразкрицьо́не],транскрипция,La trascrizione del dialogo è utile.
triste,[три́сте],грустный,I volti sono tristi. Non essere triste.
trovare,[трова́ре],находить,Io trovo un buon posto. Noi troviamo la soluzione. Lei trova la strada.
tuo,[ту́о],твой,Il tuo bagaglio. La tua idea è buona.
turistico,[тури́стико],туристический,Il giro turistico è bello.
tutto,[ту́тто],весь / всё,Tutto bene. Tutta la Sicilia. Tutto pronto.
uffa,[у́ффа],фу / надоело,"Uffa, che caldo! Uffa!"
ultimo,[у́льтимо],последний,Gli ultimi minuti. L’ultimo giorno.
usare,[уза́ре],использовать,Io uso il ventilatore. Usate l’aria condizionata.
vacanza,[вака́нца],отпуск,La vacanza è bellissima. In vacanza andiamo in Sicilia.
valigia,[вали́джа],чемодан,Le valigie sono pesanti. Io prendo la valigia.
andare,[андáре],идти,Io vado al mare. Loro vanno in barca. Noi andiamo a Catania.
vecchietto,[веккье́тто],старичок,Il vecchietto è gentile.
veduta,[веду́та],вид,Le vedute della Sicilia sono splendide.
venire,[вени́ре],приходить,Io vengo con te. Venite con noi! Lei viene domani.
venti,[ве́нти],двадцать,Venti minuti. Venti euro.
ventilatore,[вентилято́ре],вентилятор,Il ventilatore funziona bene.
veramente,[вераме́нте],действительно,Veramente bello! È veramente buono.
versione,[версио́не],версия,La versione audio è chiara.
vi,[ви],вам,Vi aspetto. Vi accompagno volentieri.
visitare,[визита́ре],посещать,Noi visitiamo Catania. Io visito la Sicilia.
vita,[ви́та],жизнь,La vita in Sicilia è bella.
voce,[во́че],голос,La voce è chiara. Le voci sono belle.
voglia,[во́лья],желание,Ho voglia di mare. Senza voglia di partire.
volere,[воле́ре],хотеть,Io voglio un caffè. Lei vuole la granita. Noi vogliamo viaggiare.
volta,[во́льта],раз,Questa volta è diverso. Ogni volta è bello.
vostro,[во́стро],ваш,Il vostro gruppo. La vostra stanza è pronta.
zitto,[дзи́тто],молчать,Zitta per favore! Zitto!
